"UF","MUNICÍPIO","UNIDADE","SUCURSAL"
"MA","MARAJA DO SENA","DISTRITO FEDERAL","SUDF"
"MA","MARANHAOZINHO","DISTRITO FEDERAL","SUDF"
"MA","MATA ROMA","DISTRITO FEDERAL","SUDF"
"MA","MATINHA","DISTRITO FEDERAL","SUDF"
"MA","MATOES","DISTRITO FEDERAL","SUDF"
"MA","MATOES DO NORTE","DISTRITO FEDERAL","SUDF"
"MA","MILAGRES DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","MIRADOR","DISTRITO FEDERAL","SUDF"
"MA","MIRANDA DO NORTE","DISTRITO FEDERAL","SUDF"
"MA","MIRINZAL","DISTRITO FEDERAL","SUDF"
"MA","MONCAO","DISTRITO FEDERAL","SUDF"
"MA","MONTES ALTOS","DISTRITO FEDERAL","SUDF"
"MA","MORROS","DISTRITO FEDERAL","SUDF"
"MA","NINA RODRIGUES","DISTRITO FEDERAL","SUDF"
"MA","NOVA COLINAS","DISTRITO FEDERAL","SUDF"
"MA","NOVA IORQUE","DISTRITO FEDERAL","SUDF"
"MA","NOVA OLINDA DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","OLHO D'AGUA DAS CUNHAS","DISTRITO FEDERAL","SUDF"
"MA","OLINDA NOVA DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","PACO DO LUMIAR","DISTRITO FEDERAL","SUDF"
"MA","PALMEIRANDIA","DISTRITO FEDERAL","SUDF"
"MA","PARAIBANO","DISTRITO FEDERAL","SUDF"
"MA","PARNARAMA","DISTRITO FEDERAL","SUDF"
"MA","PASSAGEM FRANCA","DISTRITO FEDERAL","SUDF"
"MA","PASTOS BONS","DISTRITO FEDERAL","SUDF"
"MA","PAULINO NEVES","DISTRITO FEDERAL","SUDF"
"MA","PAULO RAMOS","DISTRITO FEDERAL","SUDF"
"MA","PEDREIRAS","DISTRITO FEDERAL","SUDF"
"MA","PEDRO DO ROSARIO","DISTRITO FEDERAL","SUDF"
"MA","PENALVA","DISTRITO FEDERAL","SUDF"
"MA","PERI MIRIM","DISTRITO FEDERAL","SUDF"
"MA","PERITORO","DISTRITO FEDERAL","SUDF"
"MA","PINDARE MIRIM","DISTRITO FEDERAL","SUDF"
"MA","PINHEIRO","DISTRITO FEDERAL","SUDF"
"MA","PIO XII","DISTRITO FEDERAL","SUDF"
"MA","PIRAPEMAS","DISTRITO FEDERAL","SUDF"
"MA","POCAO DE PEDRAS","DISTRITO FEDERAL","SUDF"
"MA","PORTO FRANCO","DISTRITO FEDERAL","SUDF"
"MA","PORTO RICO DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","PRESIDENTE DUTRA","DISTRITO FEDERAL","SUDF"
"MA","PRESIDENTE JUSCELINO","DISTRITO FEDERAL","SUDF"
"MA","PRESIDENTE MEDICI","DISTRITO FEDERAL","SUDF"
"MA","PRESIDENTE SARNEY","DISTRITO FEDERAL","SUDF"
"MA","PRESIDENTE VARGAS","DISTRITO FEDERAL","SUDF"
"MA","PRIMEIRA CRUZ","DISTRITO FEDERAL","SUDF"
"MA","RAPOSA","DISTRITO FEDERAL","SUDF"
"MA","RIACHAO","DISTRITO FEDERAL","SUDF"
"MA","RIBAMAR FIQUENE","DISTRITO FEDERAL","SUDF"
"MA","ROSARIO","DISTRITO FEDERAL","SUDF"
"MA","SAMBAIBA","DISTRITO FEDERAL","SUDF"
"MA","SANTA FILOMENA DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SANTA HELENA","DISTRITO FEDERAL","SUDF"
"MA","SANTA INES","DISTRITO FEDERAL","SUDF"
"MA","SANTA LUZIA","DISTRITO FEDERAL","SUDF"
"MA","SANTA LUZIA DO PARUA","DISTRITO FEDERAL","SUDF"
"MA","SANTA QUITERIA DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SANTA RITA","DISTRITO FEDERAL","SUDF"
"MA","SANTANA DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SANTO AMARO DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SANTO ANTONIO DOS LOPES","DISTRITO FEDERAL","SUDF"
"MA","SAO BENEDITO DO RIO PRETO","DISTRITO FEDERAL","SUDF"
"MA","SAO BENTO","DISTRITO FEDERAL","SUDF"
"MA","SAO BERNARDO","DISTRITO FEDERAL","SUDF"
"MA","SAO DOMINGOS DO AZEITAO","DISTRITO FEDERAL","SUDF"
"MA","SAO DOMINGOS DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SAO FELIX DE BALSAS","DISTRITO FEDERAL","SUDF"
"MA","SAO FRANCISCO DO BREJAO","DISTRITO FEDERAL","SUDF"
"MA","SAO FRANCISCO DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SAO JOAO BATISTA","DISTRITO FEDERAL","SUDF"
"MA","SAO JOAO DO CARU","DISTRITO FEDERAL","SUDF"
"MA","SAO JOAO DO PARAISO","DISTRITO FEDERAL","SUDF"
"MA","SAO JOAO DO SOTER","DISTRITO FEDERAL","SUDF"
"MA","SAO JOAO DOS PATOS","DISTRITO FEDERAL","SUDF"
"MA","SAO JOSE DE RIBAMAR","DISTRITO FEDERAL","SUDF"
"MA","SAO JOSE DOS BASILIOS","DISTRITO FEDERAL","SUDF"
"MA","SAO LUIS","DISTRITO FEDERAL","SUDF"
"MA","SAO LUIS GONZAGA DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SAO MATEUS DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SAO PEDRO DA AGUA BRANCA","DISTRITO FEDERAL","SUDF"
"MA","SAO PEDRO DOS CRENTES","DISTRITO FEDERAL","SUDF"
"MA","SAO RAIMUNDO DAS MANGABEIRAS","DISTRITO FEDERAL","SUDF"
"MA","SAO RAIMUNDO DO DOCA BEZERRA","DISTRITO FEDERAL","SUDF"
"MA","SAO ROBERTO","DISTRITO FEDERAL","SUDF"
"MA","SAO VICENTE FERRER","DISTRITO FEDERAL","SUDF"
"MA","SATUBINHA","DISTRITO FEDERAL","SUDF"
"MA","SENADOR ALEXANDRE COSTA","DISTRITO FEDERAL","SUDF"
"MA","SENADOR LA ROCQUE","DISTRITO FEDERAL","SUDF"
"MA","SERRANO DO MARANHAO","DISTRITO FEDERAL","SUDF"
"MA","SITIO NOVO","DISTRITO FEDERAL","SUDF"
"MA","SUCUPIRA DO NORTE","DISTRITO FEDERAL","SUDF"
"MA","SUCUPIRA DO RIACHAO","DISTRITO FEDERAL","SUDF"
"MA","TASSO FRAGOSO","DISTRITO FEDERAL","SUDF"
"MA","TIMBIRAS","DISTRITO FEDERAL","SUDF"
"MA","TIMON","DISTRITO FEDERAL","SUDF"
"MA","TRIZIDELA DO VALE","DISTRITO FEDERAL","SUDF"
"MA","TUFILANDIA","DISTRITO FEDERAL","SUDF"
"MA","TUNTUM","DISTRITO FEDERAL","SUDF"
"MA","TURIACU","DISTRITO FEDERAL","SUDF"
"MA","TURILANDIA","DISTRITO FEDERAL","SUDF"
"MA","TUTOIA","DISTRITO FEDERAL","SUDF"
"MA","URBANO SANTOS","DISTRITO FEDERAL","SUDF"
"MA","VARGEM GRANDE","DISTRITO FEDERAL","SUDF"
"MA","VIANA","DISTRITO FEDERAL","SUDF"
"MA","VILA NOVA DOS MARTIRIOS","DISTRITO FEDERAL","SUDF"
"MA","VITORIA DO MEARIM","DISTRITO FEDERAL","SUDF"
"MA","VITORINO FREIRE","DISTRITO FEDERAL","SUDF"
"MA","ZE DOCA","DISTRITO FEDERAL","SUDF"
"MG","ABADIA DOS DOURADOS","MINAS GERAIS","SUMG"
"MG","ABAETE","MINAS GERAIS","SUMG"
"MG","ABRE CAMPO","MINAS GERAIS","SUMG"
"MG","ACAIACA","MINAS GERAIS","SUMG"
"MG","ACUCENA","MINAS GERAIS","SUMG"
"MG","AGUA BOA","MINAS GERAIS","SUMG"
"MG","AGUA COMPRIDA","MINAS GERAIS","SUMG"
"MG","AGUAS FORMOSAS","MINAS GERAIS","SUMG"
"MG","AGUAS VERMELHAS","MINAS GERAIS","SUMG"
"MG","AIMORES","MINAS GERAIS","SUMG"
"MG","AIURUOCA","MINAS GERAIS","SUMG"
"MG","ALAGOA","MINAS GERAIS","SUMG"
"MG","ALBERTINA","MINAS GERAIS","SUMG"
"MG","ALEM PARAIBA","MINAS GERAIS","SUMG"
"MG","ALFENAS","MINAS GERAIS","SUMG"
"MG","ALFREDO VASCONCELOS","MINAS GERAIS","SUMG"
"MG","ALMENARA","MINAS GERAIS","SUMG"
"MG","ALPERCATA","MINAS GERAIS","SUMG"
"MG","ALPINOPOLIS","MINAS GERAIS","SUMG"
"MG","ALTEROSA","MINAS GERAIS","SUMG"
"MG","ALTO CAPARAO","MINAS GERAIS","SUMG"
"MG","ALTO JEQUITIBA","MINAS GERAIS","SUMG"
"MG","ALTO RIO DOCE","MINAS GERAIS","SUMG"
"MG","ALVARENGA","MINAS GERAIS","SUMG"
"MG","ALVINOPOLIS","MINAS GERAIS","SUMG"
"MG","ALVORADA DE MINAS","MINAS GERAIS","SUMG"
"MG","AMPARO DA SERRA","MINAS GERAIS","SUMG"
"MG","ANDRADAS","MINAS GERAIS","SUMG"
"MG","ANDRELANDIA","MINAS GERAIS","SUMG"
"MG","ANGELANDIA","MINAS GERAIS","SUMG"
"MG","ANTONIO CARLOS","MINAS GERAIS","SUMG"
"MG","ANTONIO DIAS","MINAS GERAIS","SUMG"
"MG","ANTONIO PRADO DE MINAS","MINAS GERAIS","SUMG"
"MG","ARACAI","MINAS GERAIS","SUMG"
"MG","ARACITABA","MINAS GERAIS","SUMG"
"MG","ARACUAI","MINAS GERAIS","SUMG"
"MG","ARAGUARI","MINAS GERAIS","SUMG"
"MG","ARANTINA","MINAS GERAIS","SUMG"
"MG","ARAPONGA","MINAS GERAIS","SUMG"
"MG","ARAPORA","MINAS GERAIS","SUMG"
"MG","ARAPUA","MINAS GERAIS","SUMG"
"MG","ARAXA","MINAS GERAIS","SUMG"
"MG","ARCEBURGO","MINAS GERAIS","SUMG"
"MG","AREADO","MINAS GERAIS","SUMG"
"MG","ARGIRITA","MINAS GERAIS","SUMG"
"MG","ARICANDUVA","MINAS GERAIS","SUMG"
"MG","ARINOS","MINAS GERAIS","SUMG"
"MG","ASTOLFO DUTRA","MINAS GERAIS","SUMG"
"MG","ATALEIA","MINAS GERAIS","SUMG"
"MG","AUGUSTO DE LIMA","MINAS GERAIS","SUMG"
"MG","BAEPENDI","MINAS GERAIS","SUMG"
"MG","BALDIM","MINAS GERAIS","SUMG"
"MG","BANDEIRA","MINAS GERAIS","SUMG"
"MG","BANDEIRA DO SUL","MINAS GERAIS","SUMG"
"MG","BARAO DE COCAIS","MINAS GERAIS","SUMG"
"MG","BARAO DE MONTE ALTO","MINAS GERAIS","SUMG"
"MG","BARBACENA","MINAS GERAIS","SUMG"
"MG","BARRA LONGA","MINAS GERAIS","SUMG"
"MG","BARROSO","MINAS GERAIS","SUMG"
"MG","BELA VISTA DE MINAS","MINAS GERAIS","SUMG"
"MG","BELMIRO BRAGA","MINAS GERAIS","SUMG"
"MG","BELO HORIZONTE","MINAS GERAIS","SUMG"
"MG","BELO ORIENTE","MINAS GERAIS","SUMG"
"MG","BELO VALE","MINAS GERAIS","SUMG"
"MG","BERILO","MINAS GERAIS","SUMG"
"MG","BERIZAL","MINAS GERAIS","SUMG"
"MG","BERTOPOLIS","MINAS GERAIS","SUMG"
"MG","BETIM","MINAS GERAIS","SUMG"
"MG","BIAS FORTES","MINAS GERAIS","SUMG"
"MG","BICAS","MINAS GERAIS","SUMG"
"MG","BIQUINHAS","MINAS GERAIS","SUMG"
"MG","BOA ESPERANCA","MINAS GERAIS","SUMG"
"MG","BOCAINA DE MINAS","MINAS GERAIS","SUMG"
"MG","BOCAIUVA","MINAS GERAIS","SUMG"
"MG","BOM JARDIM DE MINAS","MINAS GERAIS","SUMG"
"MG","BOM JESUS DA PENHA","MINAS GERAIS","SUMG"
"MG","BOM JESUS DO AMPARO","MINAS GERAIS","SUMG"
"MG","BOM JESUS DO GALHO","MINAS GERAIS","SUMG"
"MG","BOM REPOUSO","MINAS GERAIS","SUMG"
"MG","BOM SUCESSO","MINAS GERAIS","SUMG"
"MG","BONFIM","MINAS GERAIS","SUMG"
"MG","BONFINOPOLIS DE MINAS","MINAS GERAIS","SUMG"
"MG","BONITO DE MINAS","MINAS GERAIS","SUMG"
"MG","BORDA DA MATA","MINAS GERAIS","SUMG"
"MG","BOTELHOS","MINAS GERAIS","SUMG"
"MG","BOTUMIRIM","MINAS GERAIS","SUMG"
"MG","BRAS PIRES","MINAS GERAIS","SUMG"
"MG","BRASILANDIA DE MINAS","MINAS GERAIS","SUMG"
"MG","BRASILIA DE MINAS","MINAS GERAIS","SUMG"
"MG","BRAUNAS","MINAS GERAIS","SUMG"
"MG","BRAZOPOLIS","MINAS GERAIS","SUMG"
"MG","BRUMADINHO","MINAS GERAIS","SUMG"
"MG","BUENO BRANDAO","MINAS GERAIS","SUMG"
"MG","BUENOPOLIS","MINAS GERAIS","SUMG"
"MG","BUGRE","MINAS GERAIS","SUMG"
"MG","BURITIS","MINAS GERAIS","SUMG"
"MG","BURITIZEIRO","MINAS GERAIS","SUMG"
"MG","CABECEIRA GRANDE","MINAS GERAIS","SUMG"
"MG","CABO VERDE","MINAS GERAIS","SUMG"
"MG","CACHOEIRA DA PRATA","MINAS GERAIS","SUMG"
"MG","CACHOEIRA DE MINAS","MINAS GERAIS","SUMG"
"MG","CACHOEIRA DE PAJEU","MINAS GERAIS","SUMG"
"MG","CACHOEIRA DOURADA","MINAS GERAIS","SUMG"
"MG","CAETANOPOLIS","MINAS GERAIS","SUMG"
"MG","CAETE","MINAS GERAIS","SUMG"
"MG","CAIANA","MINAS GERAIS","SUMG"
"MG","CAJURI","MINAS GERAIS","SUMG"
"MG","CALDAS","MINAS GERAIS","SUMG"
"MG","CAMANDUCAIA","MINAS GERAIS","SUMG"
"MG","CAMBUI","MINAS GERAIS","SUMG"
"MG","CAMBUQUIRA","MINAS GERAIS","SUMG"
"MG","CAMPANARIO","MINAS GERAIS","SUMG"
"MG","CAMPANHA","MINAS GERAIS","SUMG"
"MG","CAMPESTRE","MINAS GERAIS","SUMG"
"MG","CAMPINA VERDE","MINAS GERAIS","SUMG"
"MG","CAMPO AZUL","MINAS GERAIS","SUMG"
"MG","CAMPO DO MEIO","MINAS GERAIS","SUMG"
"MG","CAMPO FLORIDO","MINAS GERAIS","SUMG"
"MG","CAMPOS ALTOS","MINAS GERAIS","SUMG"
"MG","CAMPOS GERAIS","MINAS GERAIS","SUMG"
"MG","CANA VERDE","MINAS GERAIS","SUMG"
"MG","CANAA","MINAS GERAIS","SUMG"
"MG","CANAPOLIS","MINAS GERAIS","SUMG"
"MG","CANTAGALO","MINAS GERAIS","SUMG"
"MG","CAPARAO","MINAS GERAIS","SUMG"
"MG","CAPELA NOVA","MINAS GERAIS","SUMG"
"MG","CAPELINHA","MINAS GERAIS","SUMG"
"MG","CAPETINGA","MINAS GERAIS","SUMG"
"MG","CAPIM BRANCO","MINAS GERAIS","SUMG"
"MG","CAPINOPOLIS","MINAS GERAIS","SUMG"
"MG","CAPITAO ANDRADE","MINAS GERAIS","SUMG"
"MG","CAPITAO ENEAS","MINAS GERAIS","SUMG"
"MG","CAPUTIRA","MINAS GERAIS","SUMG"
"MG","CARAI","MINAS GERAIS","SUMG"
"MG","CARANAIBA","MINAS GERAIS","SUMG"
"MG","CARANDAI","MINAS GERAIS","SUMG"
"MG","CARANGOLA","MINAS GERAIS","SUMG"
"MG","CARATINGA","MINAS GERAIS","SUMG"
"MG","CARBONITA","MINAS GERAIS","SUMG"
"MG","CAREACU","MINAS GERAIS","SUMG"
"MG","CARLOS CHAGAS","MINAS GERAIS","SUMG"
"MG","CARMESIA","MINAS GERAIS","SUMG"
"MG","CARMO DA CACHOEIRA","MINAS GERAIS","SUMG"
"MG","CARMO DE MINAS","MINAS GERAIS","SUMG"
"MG","CARMO DO PARANAIBA","MINAS GERAIS","SUMG"
"MG","CARMO DO RIO CLARO","MINAS GERAIS","SUMG"
"MG","CARMOPOLIS DE MINAS","MINAS GERAIS","SUMG"
"MG","CARNEIRINHO","MINAS GERAIS","SUMG"
"MG","CARRANCAS","MINAS GERAIS","SUMG"
"MG","CARVALHOPOLIS","MINAS GERAIS","SUMG"
"MG","CARVALHOS","MINAS GERAIS","SUMG"
"MG","CASA GRANDE","MINAS GERAIS","SUMG"
"MG","CASCALHO RICO","MINAS GERAIS","SUMG"
"MG","CASSIA","MINAS GERAIS","SUMG"
"MG","CATAGUASES","MINAS GERAIS","SUMG"
"MG","CATAS ALTAS","MINAS GERAIS","SUMG"
"MG","CATAS ALTAS DA NORUEGA","MINAS GERAIS","SUMG"
"MG","CATUJI","MINAS GERAIS","SUMG"
"MG","CATUTI","MINAS GERAIS","SUMG"
"MG","CAXAMBU","MINAS GERAIS","SUMG"
"MG","CEDRO DO ABAETE","MINAS GERAIS","SUMG"
"MG","CENTRAL DE MINAS","MINAS GERAIS","SUMG"
"MG","CENTRALINA","MINAS GERAIS","SUMG"
"MG","CHACARA","MINAS GERAIS","SUMG"
"MG","CHALE","MINAS GERAIS","SUMG"
"MG","CHAPADA DO NORTE","MINAS GERAIS","SUMG"
"MG","CHAPADA GAUCHA","MINAS GERAIS","SUMG"
"MG","CHIADOR","MINAS GERAIS","SUMG"
"MG","CIPOTANEA","MINAS GERAIS","SUMG"
"MG","CLARAVAL","MINAS GERAIS","SUMG"
"MG","CLARO DOS POCOES","MINAS GERAIS","SUMG"
"MG","COIMBRA","MINAS GERAIS","SUMG"
"MG","COLUNA","MINAS GERAIS","SUMG"
"MG","COMENDADOR GOMES","MINAS GERAIS","SUMG"
"MG","COMERCINHO","MINAS GERAIS","SUMG"
"MG","CONCEICAO DA APARECIDA","MINAS GERAIS","SUMG"
"MG","CONCEICAO DA BARRA DE MINAS","MINAS GERAIS","SUMG"
"MG","CONCEICAO DAS ALAGOAS","MINAS GERAIS","SUMG"
"MG","CONCEICAO DAS PEDRAS","MINAS GERAIS","SUMG"
"MG","CONCEICAO DE IPANEMA","MINAS GERAIS","SUMG"
"MG","CONCEICAO DO MATO DENTRO","MINAS GERAIS","SUMG"
"MG","CONCEICAO DO RIO VERDE","MINAS GERAIS","SUMG"
"MG","CONCEICAO DOS OUROS","MINAS GERAIS","SUMG"
"MG","CONEGO MARINHO","MINAS GERAIS","SUMG"
"MG","CONFINS","MINAS GERAIS","SUMG"
"MG","CONGONHAL","MINAS GERAIS","SUMG"
"MG","CONGONHAS","MINAS GERAIS","SUMG"
"MG","CONGONHAS DO NORTE","MINAS GERAIS","SUMG"
"MG","CONQUISTA","MINAS GERAIS","SUMG"
"MG","CONSELHEIRO LAFAIETE","MINAS GERAIS","SUMG"
"MG","CONSELHEIRO PENA","MINAS GERAIS","SUMG"
"MG","CONSOLACAO","MINAS GERAIS","SUMG"
"MG","CONTAGEM","MINAS GERAIS","SUMG"
"MG","COQUEIRAL","MINAS GERAIS","SUMG"
"MG","CORACAO DE JESUS","MINAS GERAIS","SUMG"
"MG","CORDISBURGO","MINAS GERAIS","SUMG"
"MG","CORDISLANDIA","MINAS GERAIS","SUMG"
"MG","CORINTO","MINAS GERAIS","SUMG"
"MG","COROACI","MINAS GERAIS","SUMG"
"MG","COROMANDEL","MINAS GERAIS","SUMG"
"MG","CORONEL FABRICIANO","MINAS GERAIS","SUMG"
"MG","CORONEL MURTA","MINAS GERAIS","SUMG"
"MG","CORONEL PACHECO","MINAS GERAIS","SUMG"
"MG","CORONEL XAVIER CHAVES","MINAS GERAIS","SUMG"
"MG","CORREGO DO BOM JESUS","MINAS GERAIS","SUMG"
"MG","CORREGO NOVO","MINAS GERAIS","SUMG"
"MG","COUTO DE MAGALHAES DE MINAS","MINAS GERAIS","SUMG"
"MG","CRISOLITA","MINAS GERAIS","SUMG"
"MG","CRISTALIA","MINAS GERAIS","SUMG"
"MG","CRISTIANO OTONI","MINAS GERAIS","SUMG"
"MG","CRISTINA","MINAS GERAIS","SUMG"
"MG","CRUCILANDIA","MINAS GERAIS","SUMG"
"MG","CRUZEIRO DA FORTALEZA","MINAS GERAIS","SUMG"
"MG","CRUZILIA","MINAS GERAIS","SUMG"
"MG","CUPARAQUE","MINAS GERAIS","SUMG"
"MG","CURRAL DE DENTRO","MINAS GERAIS","SUMG"
"MG","CURVELO","MINAS GERAIS","SUMG"
"MG","DATAS","MINAS GERAIS","SUMG"
"MG","DELFIM MOREIRA","MINAS GERAIS","SUMG"
"MG","DELFINOPOLIS","MINAS GERAIS","SUMG"
"MG","DELTA","MINAS GERAIS","SUMG"
"MG","DESCOBERTO","MINAS GERAIS","SUMG"
"MG","DESTERRO DE ENTRE RIOS","MINAS GERAIS","SUMG"
"MG","DESTERRO DO MELO","MINAS GERAIS","SUMG"
"MG","DIAMANTINA","MINAS GERAIS","SUMG"
"MG","DIOGO DE VASCONCELOS","MINAS GERAIS","SUMG"
"MG","DIONISIO","MINAS GERAIS","SUMG"
"MG","DIVINESIA","MINAS GERAIS","SUMG"
"MG","DIVINO","MINAS GERAIS","SUMG"
"MG","DIVINO DAS LARANJEIRAS","MINAS GERAIS","SUMG"
"MG","DIVINOLANDIA DE MINAS","MINAS GERAIS","SUMG"
"MG","DIVISA ALEGRE","MINAS GERAIS","SUMG"
"MG","DIVISA NOVA","MINAS GERAIS","SUMG"
"MG","DIVISOPOLIS","MINAS GERAIS","SUMG"
"MG","DOM BOSCO","MINAS GERAIS","SUMG"
"MG","DOM CAVATI","MINAS GERAIS","SUMG"
"MG","DOM JOAQUIM","MINAS GERAIS","SUMG"
"MG","DOM SILVERIO","MINAS GERAIS","SUMG"
"MG","DOM VICOSO","MINAS GERAIS","SUMG"
"MG","DONA EUZEBIA","MINAS GERAIS","SUMG"
"MG","DORES DE CAMPOS","MINAS GERAIS","SUMG"
"MG","DORES DE GUANHAES","MINAS GERAIS","SUMG"
"MG","DORES DO INDAIA","MINAS GERAIS","SUMG"
"MG","DORES DO TURVO","MINAS GERAIS","SUMG"
"MG","DOURADOQUARA","MINAS GERAIS","SUMG"
"MG","DURANDE","MINAS GERAIS","SUMG"
"MG","ELOI MENDES","MINAS GERAIS","SUMG"
"MG","ENGENHEIRO CALDAS","MINAS GERAIS","SUMG"
"MG","ENGENHEIRO NAVARRO","MINAS GERAIS","SUMG"
"MG","ENTRE FOLHAS","MINAS GERAIS","SUMG"
"MG","ENTRE RIOS DE MINAS","MINAS GERAIS","SUMG"
"MG","ERVALIA","MINAS GERAIS","SUMG"
"MG","ESMERALDAS","MINAS GERAIS","SUMG"
"MG","ESPERA FELIZ","MINAS GERAIS","SUMG"
"MG","ESPINOSA","MINAS GERAIS","SUMG"
"MG","ESPIRITO SANTO DO DOURADO","MINAS GERAIS","SUMG"
"MG","ESTIVA","MINAS GERAIS","SUMG"
"MG","ESTRELA DALVA","MINAS GERAIS","SUMG"
"MG","ESTRELA DO INDAIA","MINAS GERAIS","SUMG"
"MG","ESTRELA DO SUL","MINAS GERAIS","SUMG"
"MG","EUGENOPOLIS","MINAS GERAIS","SUMG"
"MG","EWBANK DA CAMARA","MINAS GERAIS","SUMG"
"MG","EXTREMA","MINAS GERAIS","SUMG"
"MG","FAMA","MINAS GERAIS","SUMG"
"MG","FARIA LEMOS","MINAS GERAIS","SUMG"
"MG","FELICIO DOS SANTOS","MINAS GERAIS","SUMG"
"MG","FELISBURGO","MINAS GERAIS","SUMG"
"MG","FELIXLANDIA","MINAS GERAIS","SUMG"
"MG","FERNANDES TOURINHO","MINAS GERAIS","SUMG"
"MG","FERROS","MINAS GERAIS","SUMG"
"MG","FERVEDOURO","MINAS GERAIS","SUMG"
"MG","FORMOSO","MINAS GERAIS","SUMG"
"MG","FORTALEZA DE MINAS","MINAS GERAIS","SUMG"
"MG","FORTUNA DE MINAS","MINAS GERAIS","SUMG"
"MG","FRANCISCO BADARO","MINAS GERAIS","SUMG"
"MG","FRANCISCO DUMONT","MINAS GERAIS","SUMG"
"MG","FRANCISCO SA","MINAS GERAIS","SUMG"
"MG","FRANCISCOPOLIS","MINAS GERAIS","SUMG"
"MG","FREI GASPAR","MINAS GERAIS","SUMG"
"MG","FREI INOCENCIO","MINAS GERAIS","SUMG"
"MG","FREI LAGONEGRO","MINAS GERAIS","SUMG"
"MG","FRONTEIRA","MINAS GERAIS","SUMG"
"MG","FRONTEIRA DOS VALES","MINAS GERAIS","SUMG"
"MG","FRUTA DE LEITE","MINAS GERAIS","SUMG"
"MG","FRUTAL","MINAS GERAIS","SUMG"
"MG","FUNILANDIA","MINAS GERAIS","SUMG"
"MG","GALILEIA","MINAS GERAIS","SUMG"
"MG","GAMELEIRAS","MINAS GERAIS","SUMG"
"MG","GLAUCILANDIA","MINAS GERAIS","SUMG"
"MG","GOIABEIRA","MINAS GERAIS","SUMG"
"MG","GOIANA","MINAS GERAIS","SUMG"
"MG","GONCALVES","MINAS GERAIS","SUMG"
"MG","GONZAGA","MINAS GERAIS","SUMG"
"MG","GOUVEIA","MINAS GERAIS","SUMG"
"MG","GOVERNADOR VALADARES","MINAS GERAIS","SUMG"
"MG","GRAO MOGOL","MINAS GERAIS","SUMG"
"MG","GRUPIARA","MINAS GERAIS","SUMG"
"MG","GUANHAES","MINAS GERAIS","SUMG"
"MG","GUARACIABA","MINAS GERAIS","SUMG"
"MG","GUARACIAMA","MINAS GERAIS","SUMG"
"MG","GUARANESIA","MINAS GERAIS","SUMG"
"MG","GUARANI","MINAS GERAIS","SUMG"
"MG","GUARARA","MINAS GERAIS","SUMG"
"MG","GUARDA-MOR","MINAS GERAIS","SUMG"
"MG","GUAXUPE","MINAS GERAIS","SUMG"
"MG","GUIDOVAL","MINAS GERAIS","SUMG"
"MG","GUIMARANIA","MINAS GERAIS","SUMG"
"MG","GUIRICEMA","MINAS GERAIS","SUMG"
"MG","GURINHATA","MINAS GERAIS","SUMG"
"MG","HELIODORA","MINAS GERAIS","SUMG"
"MG","IAPU","MINAS GERAIS","SUMG"
"MG","IBERTIOGA","MINAS GERAIS","SUMG"
"MG","IBIA","MINAS GERAIS","SUMG"
"MG","IBIAI","MINAS GERAIS","SUMG"
"MG","IBIRACATU","MINAS GERAIS","SUMG"
"MG","IBIRACI","MINAS GERAIS","SUMG"
"MG","IBIRITE","MINAS GERAIS","SUMG"
"MG","IBITIURA DE MINAS","MINAS GERAIS","SUMG"
"MG","IBITURUNA","MINAS GERAIS","SUMG"
"MG","ICARAI DE MINAS","MINAS GERAIS","SUMG"
"MG","IGARAPE","MINAS GERAIS","SUMG"
"MG","IJACI","MINAS GERAIS","SUMG"
"MG","ILICINEA","MINAS GERAIS","SUMG"
"MG","IMBE DE MINAS","MINAS GERAIS","SUMG"
"MG","INCONFIDENTES","MINAS GERAIS","SUMG"
"MG","INDAIABIRA","MINAS GERAIS","SUMG"
"MG","INDIANOPOLIS","MINAS GERAIS","SUMG"
"MG","INGAI","MINAS GERAIS","SUMG"
"MG","INHAPIM","MINAS GERAIS","SUMG"
"MG","INHAUMA","MINAS GERAIS","SUMG"
"MG","INIMUTABA","MINAS GERAIS","SUMG"
"MG","IPABA","MINAS GERAIS","SUMG"
"MG","IPANEMA","MINAS GERAIS","SUMG"
"MG","IPATINGA","MINAS GERAIS","SUMG"
"MG","IPIACU","MINAS GERAIS","SUMG"
"MG","IPUIUNA","MINAS GERAIS","SUMG"
"MG","IRAI DE MINAS","MINAS GERAIS","SUMG"
"MG","ITABIRA","MINAS GERAIS","SUMG"
"MG","ITABIRINHA","MINAS GERAIS","SUMG"
"MG","ITABIRITO","MINAS GERAIS","SUMG"
"MG","ITACAMBIRA","MINAS GERAIS","SUMG"
