"UF","MUNICÍPIO","UNIDADE","SUCURSAL"
"CE","ALTANEIRA","PERNAMBUCO","SUPE"
"CE","ALTO SANTO","PERNAMBUCO","SUPE"
"CE","AMONTADA","PERNAMBUCO","SUPE"
"CE","ANTONINA DO NORTE","PERNAMBUCO","SUPE"
"CE","APUIARES","PERNAMBUCO","SUPE"
"CE","AQUIRAZ","PERNAMBUCO","SUPE"
"CE","ARACATI","PERNAMBUCO","SUPE"
"CE","ARACOIABA","PERNAMBUCO","SUPE"
"CE","ARARENDA","PERNAMBUCO","SUPE"
"CE","ARARIPE","PERNAMBUCO","SUPE"
"CE","ARATUBA","PERNAMBUCO","SUPE"
"CE","ARNEIROZ","PERNAMBUCO","SUPE"
"CE","ASSARE","PERNAMBUCO","SUPE"
"CE","AURORA","PERNAMBUCO","SUPE"
"CE","BAIXIO","PERNAMBUCO","SUPE"
"CE","BANABUIU","PERNAMBUCO","SUPE"
"CE","BARBALHA","PERNAMBUCO","SUPE"
"CE","BARREIRA","PERNAMBUCO","SUPE"
"CE","BARRO","PERNAMBUCO","SUPE"
"CE","BARROQUINHA","PERNAMBUCO","SUPE"
"CE","BATURITE","PERNAMBUCO","SUPE"
"CE","BEBERIBE","PERNAMBUCO","SUPE"
"CE","BELA CRUZ","PERNAMBUCO","SUPE"
"CE","BOA VIAGEM","PERNAMBUCO","SUPE"
"CE","BREJO SANTO","PERNAMBUCO","SUPE"
"CE","CAMOCIM","PERNAMBUCO","SUPE"
"CE","CAMPOS SALES","PERNAMBUCO","SUPE"
"CE","CANINDE","PERNAMBUCO","SUPE"
"CE","CAPISTRANO","PERNAMBUCO","SUPE"
"CE","CARIDADE","PERNAMBUCO","SUPE"
"CE","CARIRE","PERNAMBUCO","SUPE"
"CE","CARIRIACU","PERNAMBUCO","SUPE"
"CE","CARIUS","PERNAMBUCO","SUPE"
"CE","CARNAUBAL","PERNAMBUCO","SUPE"
"CE","CASCAVEL","PERNAMBUCO","SUPE"
"CE","CATARINA","PERNAMBUCO","SUPE"
"CE","CATUNDA","PERNAMBUCO","SUPE"
"CE","CAUCAIA","PERNAMBUCO","SUPE"
"CE","CEDRO","PERNAMBUCO","SUPE"
"CE","CHAVAL","PERNAMBUCO","SUPE"
"CE","CHORO","PERNAMBUCO","SUPE"
"CE","CHOROZINHO","PERNAMBUCO","SUPE"
"CE","COREAU","PERNAMBUCO","SUPE"
"CE","CRATEUS","PERNAMBUCO","SUPE"
"CE","CRATO","PERNAMBUCO","SUPE"
"CE","CROATA","PERNAMBUCO","SUPE"
"CE","CRUZ","PERNAMBUCO","SUPE"
"CE","DEPUTADO IRAPUAN PINHEIRO","PERNAMBUCO","SUPE"
"CE","ERERE","PERNAMBUCO","SUPE"
"CE","EUSEBIO","PERNAMBUCO","SUPE"
"CE","FARIAS BRITO","PERNAMBUCO","SUPE"
"CE","FORQUILHA","PERNAMBUCO","SUPE"
"CE","FORTALEZA","PERNAMBUCO","SUPE"
"CE","FORTIM","PERNAMBUCO","SUPE"
"CE","FRECHEIRINHA","PERNAMBUCO","SUPE"
"CE","GENERAL SAMPAIO","PERNAMBUCO","SUPE"
"CE","GRACA","PERNAMBUCO","SUPE"
"CE","GRANJA","PERNAMBUCO","SUPE"
"CE","GRANJEIRO","PERNAMBUCO","SUPE"
"CE","GROAIRAS","PERNAMBUCO","SUPE"
"CE","GUAIUBA","PERNAMBUCO","SUPE"
"CE","GUARACIABA DO NORTE","PERNAMBUCO","SUPE"
"CE","GUARAMIRANGA","PERNAMBUCO","SUPE"
"CE","HIDROLANDIA","PERNAMBUCO","SUPE"
"CE","HORIZONTE","PERNAMBUCO","SUPE"
"CE","IBARETAMA","PERNAMBUCO","SUPE"
"CE","IBIAPINA","PERNAMBUCO","SUPE"
"CE","IBICUITINGA","PERNAMBUCO","SUPE"
"CE","ICAPUI","PERNAMBUCO","SUPE"
"CE","ICO","PERNAMBUCO","SUPE"
"CE","IGUATU","PERNAMBUCO","SUPE"
"CE","INDEPENDENCIA","PERNAMBUCO","SUPE"
"CE","IPAPORANGA","PERNAMBUCO","SUPE"
"CE","IPAUMIRIM","PERNAMBUCO","SUPE"
"CE","IPU","PERNAMBUCO","SUPE"
"CE","IPUEIRAS","PERNAMBUCO","SUPE"
"CE","IRACEMA","PERNAMBUCO","SUPE"
"CE","IRAUCUBA","PERNAMBUCO","SUPE"
"CE","ITAICABA","PERNAMBUCO","SUPE"
"CE","ITAITINGA","PERNAMBUCO","SUPE"
"CE","ITAPAJE","PERNAMBUCO","SUPE"
"CE","ITAPIPOCA","PERNAMBUCO","SUPE"
"CE","ITAPIUNA","PERNAMBUCO","SUPE"
"CE","ITAREMA","PERNAMBUCO","SUPE"
"CE","ITATIRA","PERNAMBUCO","SUPE"
"CE","JAGUARETAMA","PERNAMBUCO","SUPE"
"CE","JAGUARIBARA","PERNAMBUCO","SUPE"
"CE","JAGUARIBE","PERNAMBUCO","SUPE"
"CE","JAGUARUANA","PERNAMBUCO","SUPE"
"CE","JARDIM","PERNAMBUCO","SUPE"
"CE","JATI","PERNAMBUCO","SUPE"
"CE","JIJOCA DE JERICOACOARA","PERNAMBUCO","SUPE"
"CE","JUAZEIRO DO NORTE","PERNAMBUCO","SUPE"
"CE","JUCAS","PERNAMBUCO","SUPE"
"CE","LAVRAS DA MANGABEIRA","PERNAMBUCO","SUPE"
"CE","LIMOEIRO DO NORTE","PERNAMBUCO","SUPE"
"CE","MADALENA","PERNAMBUCO","SUPE"
"CE","MARACANAU","PERNAMBUCO","SUPE"
"CE","MARANGUAPE","PERNAMBUCO","SUPE"
"CE","MARCO","PERNAMBUCO","SUPE"
"CE","MARTINOPOLE","PERNAMBUCO","SUPE"
"CE","MASSAPE","PERNAMBUCO","SUPE"
"CE","MAURITI","PERNAMBUCO","SUPE"
"CE","MERUOCA","PERNAMBUCO","SUPE"
"CE","MILAGRES","PERNAMBUCO","SUPE"
"CE","MILHA","PERNAMBUCO","SUPE"
"CE","MIRAIMA","PERNAMBUCO","SUPE"
"CE","MISSAO VELHA","PERNAMBUCO","SUPE"
"CE","MOMBACA","PERNAMBUCO","SUPE"
"CE","MONSENHOR TABOSA","PERNAMBUCO","SUPE"
"CE","MORADA NOVA","PERNAMBUCO","SUPE"
"CE","MORAUJO","PERNAMBUCO","SUPE"
"CE","MORRINHOS","PERNAMBUCO","SUPE"
"CE","MUCAMBO","PERNAMBUCO","SUPE"
"CE","MULUNGU","PERNAMBUCO","SUPE"
"CE","NOVA OLINDA","PERNAMBUCO","SUPE"
"CE","NOVA RUSSAS","PERNAMBUCO","SUPE"
"CE","NOVO ORIENTE","PERNAMBUCO","SUPE"
"CE","OCARA","PERNAMBUCO","SUPE"
"CE","OROS","PERNAMBUCO","SUPE"
"CE","PACAJUS","PERNAMBUCO","SUPE"
"CE","PACATUBA","PERNAMBUCO","SUPE"
"CE","PACOTI","PERNAMBUCO","SUPE"
"CE","PACUJA","PERNAMBUCO","SUPE"
"CE","PALHANO","PERNAMBUCO","SUPE"
"CE","PALMACIA","PERNAMBUCO","SUPE"
"CE","PARACURU","PERNAMBUCO","SUPE"
"CE","PARAIPABA","PERNAMBUCO","SUPE"
"CE","PARAMBU","PERNAMBUCO","SUPE"
"CE","PARAMOTI","PERNAMBUCO","SUPE"
"CE","PEDRA BRANCA","PERNAMBUCO","SUPE"
"CE","PENAFORTE","PERNAMBUCO","SUPE"
"CE","PENTECOSTE","PERNAMBUCO","SUPE"
"CE","PEREIRO","PERNAMBUCO","SUPE"
"CE","PINDORETAMA","PERNAMBUCO","SUPE"
"CE","PIQUET CARNEIRO","PERNAMBUCO","SUPE"
"CE","PIRES FERREIRA","PERNAMBUCO","SUPE"
"CE","PORANGA","PERNAMBUCO","SUPE"
"CE","PORTEIRAS","PERNAMBUCO","SUPE"
"CE","POTENGI","PERNAMBUCO","SUPE"
"CE","POTIRETAMA","PERNAMBUCO","SUPE"
"CE","QUITERIANOPOLIS","PERNAMBUCO","SUPE"
"CE","QUIXADA","PERNAMBUCO","SUPE"
"CE","QUIXELO","PERNAMBUCO","SUPE"
"CE","QUIXERAMOBIM","PERNAMBUCO","SUPE"
"CE","QUIXERE","PERNAMBUCO","SUPE"
"CE","REDENCAO","PERNAMBUCO","SUPE"
"CE","RERIUTABA","PERNAMBUCO","SUPE"
"CE","RUSSAS","PERNAMBUCO","SUPE"
"CE","SABOEIRO","PERNAMBUCO","SUPE"
"CE","SALITRE","PERNAMBUCO","SUPE"
"CE","SANTA QUITERIA","PERNAMBUCO","SUPE"
"CE","SANTANA DO ACARAU","PERNAMBUCO","SUPE"
"CE","SANTANA DO CARIRI","PERNAMBUCO","SUPE"
"CE","SAO BENEDITO","PERNAMBUCO","SUPE"
"CE","SAO GONCALO DO AMARANTE","PERNAMBUCO","SUPE"
"CE","SAO JOAO DO JAGUARIBE","PERNAMBUCO","SUPE"
"CE","SAO LUIS DO CURU","PERNAMBUCO","SUPE"
"CE","SENADOR POMPEU","PERNAMBUCO","SUPE"
"CE","SENADOR SA","PERNAMBUCO","SUPE"
"CE","SOBRAL","PERNAMBUCO","SUPE"
"CE","SOLONOPOLE","PERNAMBUCO","SUPE"
"CE","TABULEIRO DO NORTE","PERNAMBUCO","SUPE"
"CE","TAMBORIL","PERNAMBUCO","SUPE"
"CE","TARRAFAS","PERNAMBUCO","SUPE"
"CE","TAUA","PERNAMBUCO","SUPE"
"CE","TEJUCUOCA","PERNAMBUCO","SUPE"
"CE","TIANGUA","PERNAMBUCO","SUPE"
"CE","TRAIRI","PERNAMBUCO","SUPE"
"CE","TURURU","PERNAMBUCO","SUPE"
"CE","UBAJARA","PERNAMBUCO","SUPE"
"CE","UMARI","PERNAMBUCO","SUPE"
"CE","UMIRIM","PERNAMBUCO","SUPE"
"CE","URUBURETAMA","PERNAMBUCO","SUPE"
"CE","URUOCA","PERNAMBUCO","SUPE"
"CE","VARJOTA","PERNAMBUCO","SUPE"
"CE","VARZEA ALEGRE","PERNAMBUCO","SUPE"
"CE","VICOSA DO CEARA","PERNAMBUCO","SUPE"
"DF","AGUA QUENTE","DISTRITO FEDERAL","SUDF"
"DF","AGUAS CLARAS","DISTRITO FEDERAL","SUDF"
"DF","ARAPOANGA","DISTRITO FEDERAL","SUDF"
"DF","ARNIQUEIRA","DISTRITO FEDERAL","SUDF"
"DF","BRASILIA","DISTRITO FEDERAL","SUDF"
"DF","BRAZLANDIA","DISTRITO FEDERAL","SUDF"
"DF","CANDANGOLANDIA","DISTRITO FEDERAL","SUDF"
"DF","CEILANDIA","DISTRITO FEDERAL","SUDF"
"DF","CRUZEIRO","DISTRITO FEDERAL","SUDF"
"DF","FERCAL","DISTRITO FEDERAL","SUDF"
"DF","GAMA","DISTRITO FEDERAL","SUDF"
"DF","GUARA","DISTRITO FEDERAL","SUDF"
"DF","ITAPOA","DISTRITO FEDERAL","SUDF"
"DF","JARDIM BOTANICO","DISTRITO FEDERAL","SUDF"
"DF","LAGO NORTE","DISTRITO FEDERAL","SUDF"
"DF","LAGO SUL","DISTRITO FEDERAL","SUDF"
"DF","NUCLEO BANDEIRANTE","DISTRITO FEDERAL","SUDF"
"DF","PARANOA","DISTRITO FEDERAL","SUDF"
"DF","PARK WAY","DISTRITO FEDERAL","SUDF"
"DF","PLANALTINA","DISTRITO FEDERAL","SUDF"
"DF","PLANO PILOTO","DISTRITO FEDERAL","SUDF"
"DF","RECANTO DAS EMAS","DISTRITO FEDERAL","SUDF"
"DF","RIACHO FUNDO","DISTRITO FEDERAL","SUDF"
"DF","RIACHO FUNDO II","DISTRITO FEDERAL","SUDF"
"DF","SAMAMBAIA","DISTRITO FEDERAL","SUDF"
"DF","SANTA MARIA","DISTRITO FEDERAL","SUDF"
"DF","SAO SEBASTIAO","DISTRITO FEDERAL","SUDF"
"DF","SCIA","DISTRITO FEDERAL","SUDF"
"DF","SIA","DISTRITO FEDERAL","SUDF"
"DF","SOBRADINHO","DISTRITO FEDERAL","SUDF"
"DF","SOBRADINHO II","DISTRITO FEDERAL","SUDF"
"DF","SOL NASCENTE / POR DO SOL","DISTRITO FEDERAL","SUDF"
"DF","SUDOESTE/OCTOGONAL","DISTRITO FEDERAL","SUDF"
"DF","TAGUATINGA","DISTRITO FEDERAL","SUDF"
"DF","VARJAO","DISTRITO FEDERAL","SUDF"
"DF","VICENTE PIRES","DISTRITO FEDERAL","SUDF"
"ES","AFONSO CLAUDIO","RIO DE JANEIRO","SURJ"
"ES","AGUA DOCE DO NORTE","RIO DE JANEIRO","SURJ"
"ES","AGUIA BRANCA","RIO DE JANEIRO","SURJ"
"ES","ALEGRE","RIO DE JANEIRO","SURJ"
"ES","ALFREDO CHAVES","RIO DE JANEIRO","SURJ"
"ES","ALTO RIO NOVO","RIO DE JANEIRO","SURJ"
"ES","ANCHIETA","RIO DE JANEIRO","SURJ"
"ES","APIACA","RIO DE JANEIRO","SURJ"
"ES","ARACRUZ","RIO DE JANEIRO","SURJ"
"ES","ATILIO VIVACQUA","RIO DE JANEIRO","SURJ"
"ES","BAIXO GUANDU","RIO DE JANEIRO","SURJ"
"ES","BARRA DE SAO FRANCISCO","RIO DE JANEIRO","SURJ"
"ES","BOA ESPERANCA","RIO DE JANEIRO","SURJ"
"ES","BOM JESUS DO NORTE","RIO DE JANEIRO","SURJ"
"ES","BREJETUBA","RIO DE JANEIRO","SURJ"
"ES","CACHOEIRO DE ITAPEMIRIM","RIO DE JANEIRO","SURJ"
"ES","CARIACICA","RIO DE JANEIRO","SURJ"
"ES","CASTELO","RIO DE JANEIRO","SURJ"
"ES","COLATINA","RIO DE JANEIRO","SURJ"
"ES","CONCEICAO DA BARRA","RIO DE JANEIRO","SURJ"
"ES","CONCEICAO DO CASTELO","RIO DE JANEIRO","SURJ"
"ES","DIVINO DE SAO LOURENCO","RIO DE JANEIRO","SURJ"
"ES","DOMINGOS MARTINS","RIO DE JANEIRO","SURJ"
"ES","DORES DO RIO PRETO","RIO DE JANEIRO","SURJ"
"ES","ECOPORANGA","RIO DE JANEIRO","SURJ"
"ES","FUNDAO","RIO DE JANEIRO","SURJ"
"ES","GOVERNADOR LINDENBERG","RIO DE JANEIRO","SURJ"
"ES","GUACUI","RIO DE JANEIRO","SURJ"
"ES","GUARAPARI","RIO DE JANEIRO","SURJ"
"ES","IBATIBA","RIO DE JANEIRO","SURJ"
"ES","IBIRACU","RIO DE JANEIRO","SURJ"
"ES","IBITIRAMA","RIO DE JANEIRO","SURJ"
"ES","ICONHA","RIO DE JANEIRO","SURJ"
"ES","IRUPI","RIO DE JANEIRO","SURJ"
"ES","ITAGUACU","RIO DE JANEIRO","SURJ"
"ES","ITAPEMIRIM","RIO DE JANEIRO","SURJ"
"ES","ITARANA","RIO DE JANEIRO","SURJ"
"ES","IUNA","RIO DE JANEIRO","SURJ"
"ES","JAGUARE","RIO DE JANEIRO","SURJ"
"ES","JERONIMO MONTEIRO","RIO DE JANEIRO","SURJ"
"ES","JOAO NEIVA","RIO DE JANEIRO","SURJ"
"ES","LARANJA DA TERRA","RIO DE JANEIRO","SURJ"
"ES","LINHARES","RIO DE JANEIRO","SURJ"
"ES","MANTENOPOLIS","RIO DE JANEIRO","SURJ"
"ES","MARATAIZES","RIO DE JANEIRO","SURJ"
"ES","MARECHAL FLORIANO","RIO DE JANEIRO","SURJ"
"ES","MARILANDIA","RIO DE JANEIRO","SURJ"
"ES","MIMOSO DO SUL","RIO DE JANEIRO","SURJ"
"ES","MONTANHA","RIO DE JANEIRO","SURJ"
"ES","MUCURICI","RIO DE JANEIRO","SURJ"
"ES","MUNIZ FREIRE","RIO DE JANEIRO","SURJ"
"ES","MUQUI","RIO DE JANEIRO","SURJ"
"ES","NOVA VENECIA","RIO DE JANEIRO","SURJ"
"ES","PANCAS","RIO DE JANEIRO","SURJ"
"ES","PEDRO CANARIO","RIO DE JANEIRO","SURJ"
"ES","PINHEIROS","RIO DE JANEIRO","SURJ"
"ES","PIUMA","RIO DE JANEIRO","SURJ"
"ES","PONTO BELO","RIO DE JANEIRO","SURJ"
"ES","PRESIDENTE KENNEDY","RIO DE JANEIRO","SURJ"
"ES","RIO BANANAL","RIO DE JANEIRO","SURJ"
"ES","RIO NOVO DO SUL","RIO DE JANEIRO","SURJ"
"ES","SANTA LEOPOLDINA","RIO DE JANEIRO","SURJ"
"ES","SANTA MARIA DE JETIBA","RIO DE JANEIRO","SURJ"
"ES","SANTA TERESA","RIO DE JANEIRO","SURJ"
"ES","SAO DOMINGOS DO NORTE","RIO DE JANEIRO","SURJ"
"ES","SAO GABRIEL DA PALHA","RIO DE JANEIRO","SURJ"
"ES","SAO JOSE DO CALCADO","RIO DE JANEIRO","SURJ"
"ES","SAO MATEUS","RIO DE JANEIRO","SURJ"
"ES","SAO ROQUE DO CANAA","RIO DE JANEIRO","SURJ"
"ES","SERRA","RIO DE JANEIRO","SURJ"
"ES","SOORETAMA","RIO DE JANEIRO","SURJ"
"ES","VARGEM ALTA","RIO DE JANEIRO","SURJ"
"ES","VENDA NOVA DO IMIGRANTE","RIO DE JANEIRO","SURJ"
"ES","VIANA","RIO DE JANEIRO","SURJ"
"ES","VILA PAVAO","RIO DE JANEIRO","SURJ"
"ES","VILA VALERIO","RIO DE JANEIRO","SURJ"
"ES","VILA VELHA","RIO DE JANEIRO","SURJ"
"ES","VITORIA","RIO DE JANEIRO","SURJ"
"GO","ABADIA DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","ABADIANIA","DISTRITO FEDERAL","SUDF"
"GO","ACREUNA","DISTRITO FEDERAL","SUDF"
"GO","ADELANDIA","DISTRITO FEDERAL","SUDF"
"GO","AGUA FRIA DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","AGUA LIMPA","DISTRITO FEDERAL","SUDF"
"GO","AGUAS LINDAS DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","ALEXANIA","DISTRITO FEDERAL","SUDF"
"GO","ALOANDIA","DISTRITO FEDERAL","SUDF"
"GO","ALTO HORIZONTE","DISTRITO FEDERAL","SUDF"
"GO","ALTO PARAISO DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","ALVORADA DO NORTE","DISTRITO FEDERAL","SUDF"
"GO","AMARALINA","DISTRITO FEDERAL","SUDF"
"GO","AMERICANO DO BRASIL","DISTRITO FEDERAL","SUDF"
"GO","AMORINOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","ANAPOLIS","DISTRITO FEDERAL","SUDF"
"GO","ANHANGUERA","DISTRITO FEDERAL","SUDF"
"GO","ANICUNS","DISTRITO FEDERAL","SUDF"
"GO","APARECIDA DE GOIANIA","DISTRITO FEDERAL","SUDF"
"GO","APARECIDA DO RIO DOCE","DISTRITO FEDERAL","SUDF"
"GO","APORE","DISTRITO FEDERAL","SUDF"
"GO","ARACU","DISTRITO FEDERAL","SUDF"
"GO","ARAGARCAS","DISTRITO FEDERAL","SUDF"
"GO","ARAGOIANIA","DISTRITO FEDERAL","SUDF"
"GO","ARAGUAPAZ","DISTRITO FEDERAL","SUDF"
"GO","ARENOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","ARUANA","DISTRITO FEDERAL","SUDF"
"GO","AURILANDIA","DISTRITO FEDERAL","SUDF"
"GO","AVELINOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","BALIZA","DISTRITO FEDERAL","SUDF"
"GO","BARRO ALTO","DISTRITO FEDERAL","SUDF"
"GO","BELA VISTA DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","BOM JARDIM DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","BOM JESUS","DISTRITO FEDERAL","SUDF"
"GO","BONFINOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","BONOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","BRAZABRANTES","DISTRITO FEDERAL","SUDF"
"GO","BRITANIA","DISTRITO FEDERAL","SUDF"
"GO","BURITI ALEGRE","DISTRITO FEDERAL","SUDF"
"GO","BURITI DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","BURITINOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","CABECEIRAS","DISTRITO FEDERAL","SUDF"
"GO","CACHOEIRA ALTA","DISTRITO FEDERAL","SUDF"
"GO","CACHOEIRA DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","CACHOEIRA DOURADA","DISTRITO FEDERAL","SUDF"
"GO","CACU","DISTRITO FEDERAL","SUDF"
"GO","CAIAPONIA","DISTRITO FEDERAL","SUDF"
"GO","CALDAS NOVAS","DISTRITO FEDERAL","SUDF"
"GO","CALDAZINHA","DISTRITO FEDERAL","SUDF"
"GO","CAMPESTRE DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","CAMPINACU","DISTRITO FEDERAL","SUDF"
"GO","CAMPINORTE","DISTRITO FEDERAL","SUDF"
"GO","CAMPO ALEGRE DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","CAMPO LIMPO DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","CAMPOS BELOS","DISTRITO FEDERAL","SUDF"
"GO","CAMPOS VERDES","DISTRITO FEDERAL","SUDF"
"GO","CARMO DO RIO VERDE","DISTRITO FEDERAL","SUDF"
"GO","CASTELANDIA","DISTRITO FEDERAL","SUDF"
"GO","CATALAO","DISTRITO FEDERAL","SUDF"
"GO","CATURAI","DISTRITO FEDERAL","SUDF"
"GO","CAVALCANTE","DISTRITO FEDERAL","SUDF"
"GO","CERES","DISTRITO FEDERAL","SUDF"
"GO","CEZARINA","DISTRITO FEDERAL","SUDF"
"GO","CHAPADAO DO CEU","DISTRITO FEDERAL","SUDF"
"GO","CIDADE OCIDENTAL","DISTRITO FEDERAL","SUDF"
"GO","COCALZINHO DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","COLINAS DO SUL","DISTRITO FEDERAL","SUDF"
"GO","CORREGO DO OURO","DISTRITO FEDERAL","SUDF"
"GO","CORUMBA DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","CORUMBAIBA","DISTRITO FEDERAL","SUDF"
"GO","CRISTALINA","DISTRITO FEDERAL","SUDF"
"GO","CRISTIANOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","CRIXAS","DISTRITO FEDERAL","SUDF"
"GO","CROMINIA","DISTRITO FEDERAL","SUDF"
"GO","CUMARI","DISTRITO FEDERAL","SUDF"
"GO","DAMIANOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","DAMOLANDIA","DISTRITO FEDERAL","SUDF"
"GO","DAVINOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","DIORAMA","DISTRITO FEDERAL","SUDF"
"GO","DIVINOPOLIS DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","DOVERLANDIA","DISTRITO FEDERAL","SUDF"
"GO","EDEALINA","DISTRITO FEDERAL","SUDF"
"GO","EDEIA","DISTRITO FEDERAL","SUDF"
"GO","ESTRELA DO NORTE","DISTRITO FEDERAL","SUDF"
"GO","FAINA","DISTRITO FEDERAL","SUDF"
"GO","FAZENDA NOVA","DISTRITO FEDERAL","SUDF"
"GO","FIRMINOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","FLORES DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","FORMOSA","DISTRITO FEDERAL","SUDF"
"GO","FORMOSO","DISTRITO FEDERAL","SUDF"
"GO","GAMELEIRA DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","GOIANAPOLIS","DISTRITO FEDERAL","SUDF"
"GO","GOIANDIRA","DISTRITO FEDERAL","SUDF"
"GO","GOIANESIA","DISTRITO FEDERAL","SUDF"
"GO","GOIANIA","DISTRITO FEDERAL","SUDF"
"GO","GOIANIRA","DISTRITO FEDERAL","SUDF"
"GO","GOIAS","DISTRITO FEDERAL","SUDF"
"GO","GOIATUBA","DISTRITO FEDERAL","SUDF"
"GO","GOUVELANDIA","DISTRITO FEDERAL","SUDF"
"GO","GUAPO","DISTRITO FEDERAL","SUDF"
"GO","GUARAITA","DISTRITO FEDERAL","SUDF"
"GO","GUARANI DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","GUARINOS","DISTRITO FEDERAL","SUDF"
"GO","HEITORAI","DISTRITO FEDERAL","SUDF"
"GO","HIDROLANDIA","DISTRITO FEDERAL","SUDF"
"GO","HIDROLINA","DISTRITO FEDERAL","SUDF"
"GO","IACIARA","DISTRITO FEDERAL","SUDF"
"GO","INACIOLANDIA","DISTRITO FEDERAL","SUDF"
"GO","INDIARA","DISTRITO FEDERAL","SUDF"
"GO","INHUMAS","DISTRITO FEDERAL","SUDF"
"GO","IPAMERI","DISTRITO FEDERAL","SUDF"
"GO","IPIRANGA DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","IPORA","DISTRITO FEDERAL","SUDF"
"GO","ISRAELANDIA","DISTRITO FEDERAL","SUDF"
"GO","ITABERAI","DISTRITO FEDERAL","SUDF"
"GO","ITAGUARI","DISTRITO FEDERAL","SUDF"
"GO","ITAGUARU","DISTRITO FEDERAL","SUDF"
"GO","ITAJA","DISTRITO FEDERAL","SUDF"
"GO","ITAPACI","DISTRITO FEDERAL","SUDF"
"GO","ITAPIRAPUA","DISTRITO FEDERAL","SUDF"
"GO","ITAPURANGA","DISTRITO FEDERAL","SUDF"
"GO","ITARUMA","DISTRITO FEDERAL","SUDF"
"GO","ITAUCU","DISTRITO FEDERAL","SUDF"
"GO","ITUMBIARA","DISTRITO FEDERAL","SUDF"
"GO","IVOLANDIA","DISTRITO FEDERAL","SUDF"
"GO","JANDAIA","DISTRITO FEDERAL","SUDF"
"GO","JARAGUA","DISTRITO FEDERAL","SUDF"
"GO","JATAI","DISTRITO FEDERAL","SUDF"
"GO","JAUPACI","DISTRITO FEDERAL","SUDF"
"GO","JESUPOLIS","DISTRITO FEDERAL","SUDF"
"GO","JOVIANIA","DISTRITO FEDERAL","SUDF"
"GO","JUSSARA","DISTRITO FEDERAL","SUDF"
"GO","LAGOA SANTA","DISTRITO FEDERAL","SUDF"
"GO","LEOPOLDO DE BULHOES","DISTRITO FEDERAL","SUDF"
"GO","LUZIANIA","DISTRITO FEDERAL","SUDF"
"GO","MAIRIPOTABA","DISTRITO FEDERAL","SUDF"
"GO","MAMBAI","DISTRITO FEDERAL","SUDF"
"GO","MARA ROSA","DISTRITO FEDERAL","SUDF"
"GO","MARZAGAO","DISTRITO FEDERAL","SUDF"
"GO","MATRINCHA","DISTRITO FEDERAL","SUDF"
"GO","MAURILANDIA","DISTRITO FEDERAL","SUDF"
"GO","MIMOSO DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","MINACU","DISTRITO FEDERAL","SUDF"
"GO","MINEIROS","DISTRITO FEDERAL","SUDF"
"GO","MOIPORA","DISTRITO FEDERAL","SUDF"
"GO","MONTE ALEGRE DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","MONTES CLAROS DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","MONTIVIDIU","DISTRITO FEDERAL","SUDF"
"GO","MONTIVIDIU DO NORTE","DISTRITO FEDERAL","SUDF"
"GO","MORRINHOS","DISTRITO FEDERAL","SUDF"
"GO","MORRO AGUDO DE GOIAS","DISTRITO FEDERAL","SUDF"
"GO","MOSSAMEDES","DISTRITO FEDERAL","SUDF"
"GO","MOZARLANDIA","DISTRITO FEDERAL","SUDF"
"GO","MUNDO NOVO","DISTRITO FEDERAL","SUDF"
"GO","MUTUNOPOLIS","DISTRITO FEDERAL","SUDF"
"GO","NAZARIO","DISTRITO FEDERAL","SUDF"
"GO","NEROPOLIS","DISTRITO FEDERAL","SUDF"
"GO","NIQUELANDIA","DISTRITO FEDERAL","SUDF"
"GO","NOVA AMERICA","DISTRITO FEDERAL","SUDF"
