CNPJ;MUNICIPIO;UF;UNIDADE;SUCURSAL;UNIDADEECAD
17847641000189;BOTELHOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18017418000177;BOTUMIRIM;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18128272000137;BRAS PIRES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01602009000135;BRASILANDIA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18017442000106;BRASILIA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18307389000188;BRAUNAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18025890000151;BRAZOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18363929000140;BRUMADINHO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18940098000122;BUENO BRANDAO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17694852000129;BUENOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01613126000102;BUGRE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18125146000129;BURITIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18279067000172;BURITIZEIRO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01603707000155;CABECEIRA GRANDE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17909599000183;CABO VERDE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
25004532000128;CACHOEIRA DA PRATA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18675959000192;CACHOEIRA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18414599000175;CACHOEIRA DE PAJEU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457267000178;CACHOEIRA DOURADA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
23221351000128;CAETANOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18302299000102;CAETE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18114256000195;CAIANA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18132456000170;CAJURI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18625129000150;CALDAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17935396000161;CAMANDUCAIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18675975000185;CAMBUI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17955386000198;CAMBUQUIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18404905000192;CAMPANARIO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18712174000142;CAMPANHA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18178400000157;CAMPESTRE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457291000107;CAMPINA VERDE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612551000179;CAMPO AZUL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18239582000129;CAMPO DO MEIO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18428862000185;CAMPO FLORIDO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18298190000130;CAMPOS ALTOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18245175000124;CAMPOS GERAIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18244426000156;CANA VERDE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18132712000120;CANAA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457200000133;CANAPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01617441000108;CANTAGALO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18114249000193;CAPARAO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19259951000108;CAPELA NOVA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19229921000159;CAPELINHA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17894031000136;CAPETINGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18314617000147;CAPIM BRANCO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457234000128;CAPINOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
66229105000125;CAPITAO ANDRADE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18017426000113;CAPITAO ENEAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18385138000111;CAPUTIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18404848000141;CARAI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18094789000152;CARANAIBA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18094797000107;CARANDAI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19279827000104;CARANGOLA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18334268000125;CARATINGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
21154174000189;CARBONITA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17935388000115;CAREACU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18477315000190;CARLOS CHAGAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18303172000108;CARMESIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18240135000190;CARMO DA CACHOEIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18188243000160;CARMO DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18602029000109;CARMO DO PARANAIBA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18243287000146;CARMO DO RIO CLARO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18312983000167;CARMOPOLIS DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
26042515000148;CARNEIRINHO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17953332000193;CARRANCAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18242800000184;CARVALHOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18194217000145;CARVALHOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18667477000190;CASA GRANDE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18259374000191;CASCALHO RICO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17894049000138;CASSIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17702499000181;CATAGUASES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612370000142;CATAS ALTAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19718378000153;CATAS ALTAS DA NORUEGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
26218636000106;CATUJI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612502000136;CATUTI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18008870000172;CAXAMBU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18296657000103;CEDRO DO ABAETE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17990714000197;CENTRAL DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18260497000142;CENTRALINA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18338137000116;CHACARA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18392548000190;CHALE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16886608000103;CHAPADA DO NORTE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612489000115;CHAPADA GAUCHA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18338145000162;CHIADOR;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18094805000107;CIPOTANEA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17894056000130;CLARAVAL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
21498274000122;CLARO DOS POCOES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18132464000117;COIMBRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18307397000124;COLUNA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18449173000157;COMENDADOR GOMES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18414615000120;COMERCINHO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18243295000192;CONCEICAO DA APARECIDA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18557587000108;CONCEICAO DA BARRA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18428854000139;CONCEICAO DAS ALAGOAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18025908000115;CONCEICAO DAS PEDRAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18334300000172;CONCEICAO DE IPANEMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18303156000107;CONCEICAO DO MATO DENTRO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18008888000174;CONCEICAO DO RIO VERDE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18677609000165;CONCEICAO DOS OUROS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612492000139;CONEGO MARINHO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01006232000110;CONFINS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18675967000139;CONGONHAL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16752446000102;CONGONHAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18303180000146;CONGONHAS DO NORTE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18428888000123;CONQUISTA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19718360000151;CONSELHEIRO LAFAIETE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19769660000160;CONSELHEIRO PENA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18025916000161;CONSOLACAO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18715508000131;CONTAGEM;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18239624000121;COQUEIRAL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
22680672000128;CORACAO DE JESUS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18116137000171;CORDISBURGO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18712166000104;CORDISLANDIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17695016000169;CORINTO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18085647000129;COROACI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18591149000158;COROMANDEL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19875046000182;CORONEL FABRICIANO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18348722000105;CORONEL MURTA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18338152000164;CORONEL PACHECO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18557546000103;CORONEL XAVIER CHAVES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18677633000102;CORREGO DO BOM JESUS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18334284000118;CORREGO NOVO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17754177000186;COUTO DE MAGALHAES DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01614283000124;CRISOLITA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18017434000160;CRISTALIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19718402000154;CRISTIANO OTONI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18188250000162;CRISTINA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18313007000129;CRUCILANDIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18468041000172;CRUZEIRO DA FORTALEZA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18008904000129;CRUZILIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01615422000134;CUPARAQUE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01613076000155;CURRAL DE DENTRO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17695024000105;CURVELO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17754193000179;DATAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18025924000108;DELFIM MOREIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17894064000186;DELFINOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01020881000175;DELTA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18558098000162;DESCOBERTO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20356762000132;DESTERRO DE ENTRE RIOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18094813000153;DESTERRO DO MELO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17754136000190;DIAMANTINA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18295311000190;DIOGO DE VASCONCELOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20126439000172;DIONISIO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18128280000183;DIVINESIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18114272000188;DIVINO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18357079000178;DIVINO DAS LARANJEIRAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18307405000132;DIVINOLANDIA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01613073000111;DIVISA ALEGRE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18243279000108;DIVISA NOVA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
66234311000123;DIVISOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01602782000100;DOM BOSCO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18080283000194;DOM CAVATI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18303198000148;DOM JOAQUIM;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18297226000161;DOM SILVERIO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18188268000164;DOM VICOSO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17706656000127;DONA EUZEBIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18094821000108;DORES DE CAMPOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18307413000189;DORES DE GUANHAES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18301010000122;DORES DO INDAIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18128249000142;DORES DO TURVO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18158261000108;DOURADOQUARA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
66232547000120;DURANDE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20347225000126;ELOI MENDES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18080655000182;ENGENHEIRO CALDAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17697152000198;ENGENHEIRO NAVARRO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
66229626000182;ENTRE FOLHAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20356747000194;ENTRE RIOS DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18133306000181;ERVALIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18715466000139;ESMERALDAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18114264000131;ESPERA FELIZ;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18650952000116;ESPINOSA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18675900000102;ESPIRITO SANTO DO DOURADO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18675918000104;ESTIVA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17710096000184;ESTRELA DALVA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18301028000124;ESTRELA DO INDAIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18592162000121;ESTRELA DO SUL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17947656000119;EUGENOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17747932000103;EWBANK DA CAMARA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18677591000100;EXTREMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18243253000151;FAMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18114280000124;FARIA LEMOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17754201000187;FELICIO DOS SANTOS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18083071000160;FELISBURGO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17695032000151;FELIXLANDIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18080887000130;FERNANDES TOURINHO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18299529000113;FERROS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
26139790000184;FERVEDOURO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18125153000120;FORMOSO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18241760000156;FORTALEZA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18116145000118;FORTUNA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18051524000177;FRANCISCO BADARO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16885485000188;FRANCISCO DUMONT;MG;MINAS GERAIS;SUMG;MINAS GERAIS
22681423000157;FRANCISCO SA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01613394000116;FRANCISCOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18404913000139;FREI GASPAR;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16945990000170;FREI INOCENCIO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01615008000125;FREI LAGONEGRO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18449140000107;FRONTEIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18404954000125;FRONTEIRA DOS VALES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612483000148;FRUTA DE LEITE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18449132000160;FRUTAL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18062414000100;FUNILANDIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17005000000187;GALILEIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612482000101;GAMELEIRAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612496000117;GLAUCILANDIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01615421000190;GOIABEIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01611137000145;GOIANA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18025932000154;GONCALVES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18307421000125;GONZAGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17754144000136;GOUVEIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20622890000180;GOVERNADOR VALADARES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20716627000150;GRAO MOGOL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17827858000127;GRUPIARA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18307439000127;GUANHAES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19382647000153;GUARACIABA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612549000108;GUARACIAMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17900473000148;GUARANESIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18338160000100;GUARANI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17723172000196;GUARARA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18277947000100;GUARDA-MOR;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18663401000197;GUAXUPE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18128215000158;GUIDOVAL;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18602052000101;GUIMARANIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18137943000126;GUIRICEMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457192000125;GURINHATA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18712133000156;HELIODORA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18338830000199;IAPU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18094839000100;IBERTIOGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18584961000156;IBIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16899700000108;IBIAI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612477000190;IBIRACATU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17894072000122;IBIRACI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18715490000178;IBIRITE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18178962000109;IBITIURA DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18244418000100;IBITURUNA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
25224304000163;ICARAI DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18715474000185;IGARAPE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18244400000108;IJACI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18239608000139;ILICINEA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01613233000122;IMBE DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18028829000168;INCONFIDENTES;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01614599000116;INDAIABIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18259390000184;INDIANOPOLIS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18244319000128;INGAI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20905865000104;INHAPIM;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18116152000110;INHAUMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17694860000175;INIMUTABA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
66229543000193;IPABA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18334292000164;IPANEMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19876424000142;IPATINGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457259000121;IPIACU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18179226000167;IPUIUNA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18158642000189;IRAI DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18299446000124;ITABIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17125444000156;ITABIRINHA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18307835000154;ITABIRITO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18017400000175;ITACAMBIRA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18283101000182;ITACARAMBI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18313015000175;ITAGUARA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18404756000161;ITAIPE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18025940000109;ITAJUBA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16886871000194;ITAMARANDIBA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17706813000102;ITAMARATI DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18404855000143;ITAMBACURI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18299537000160;ITAMBE DO MATO DENTRO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18241380000111;ITAMOGI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18666750000162;ITAMONTE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18186718000180;ITANHANDU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18493239000106;ITANHOMI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18414573000127;ITAOBIM;MG;MINAS GERAIS;SUMG;MINAS GERAIS
21226840000147;ITAPAGIPE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18677625000158;ITAPEVA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18691766000125;ITATIAIUCU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
23767031000178;ITAU DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18309724000187;ITAUNA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
19718386000108;ITAVERAVA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18348748000145;ITINGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18413179000174;ITUETA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457218000135;ITUIUTABA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18244392000108;ITUMIRIM;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18457242000174;ITURAMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18244384000153;ITUTINGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18715417000104;JABOTICATUBAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18349910000140;JACINTO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18186056000148;JACUI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17914128000163;JACUTINGA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16816522000104;JAGUARACU;MG;MINAS GERAIS;SUMG;MINAS GERAIS
25209149000106;JAIBA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
66230384000147;JAMPRUCA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18017392000167;JANAUBA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
21461546000110;JANUARIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01612476000146;JAPONVAR;MG;MINAS GERAIS;SUMG;MINAS GERAIS
20356739000148;JECEABA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
01613376000134;JENIPAPO DE MINAS;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18316166000187;JEQUERI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18279083000165;JEQUITAI;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18062208000109;JEQUITIBA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18083659000114;JEQUITINHONHA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18188227000178;JESUANIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18495812000110;JOAIMA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
17111626000178;JOANESIA;MG;MINAS GERAIS;SUMG;MINAS GERAIS
18401059000157;JOAO MONLEVADE;MG;MINAS GERAIS;SUMG;MINAS GERAIS
16930299000113;JOAO PINHEIRO;MG;MINAS GERAIS;SUMG;MINAS GERAIS
