CNPJ;MUNICIPIO;UF;UNIDADE;SUCURSAL;UNIDADEECAD
09072448000195;NATUBA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08999708000100;NAZAREZINHO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08739625000181;NOVA FLORESTA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08889297000108;NOVA OLINDA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08739930000173;NOVA PALMEIRA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08944076000187;OLHO D'AGUA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08740102000155;OLIVEDOS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08872459000197;OURO VELHO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612532000142;PARARI;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08876104000176;PASSAGEM;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09084815000170;PATOS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08945727000153;PAULISTA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08889826000165;PEDRA BRANCA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08740466000135;PEDRA LAVRADA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09072455000197;PEDRAS DE FOGO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612967000197;PEDRO REGIS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09148727000195;PIANCO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08741399000173;PICUI;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08867780000183;PILAR;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08786626000187;PILOES;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08788903000190;PILOEZINHOS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08789299000117;PIRPIRITUBA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08916785000159;PITIMBU;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08741688000172;POCINHOS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01615653000148;POCO DANTAS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01615784000125;POCO DE JOSE DE MOURA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08948697000139;POMBAL;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09074113000106;PRATA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08888968000108;PRINCESA ISABEL;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09001744000103;PUXINANA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08742264000122;QUEIMADAS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08881567000126;QUIXABA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09048976000109;REMIGIO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612770000158;RIACHAO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612343000170;RIACHAO DO BACAMARTE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612366000184;RIACHAO DO POCO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612637000100;RIACHO DE SANTO ANTONIO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08921876000182;RIACHO DOS CAVALOS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08899940000176;RIO TINTO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08881666000108;SALGADINHO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09072463000133;SALGADO DE SAO FELIX;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612643000159;SANTA CECILIA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08999690000146;SANTA CRUZ;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08764284000102;SANTA HELENA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612693000136;SANTA INES;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09090689000167;SANTA LUZIA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09159666000161;SANTA RITA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08882524000165;SANTA TERESINHA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09150087000158;SANTANA DE MANGUEIRA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08942211000155;SANTANA DOS GARROTES;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612511000127;SANTO ANDRE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612690000100;SAO BENTINHO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09069709000118;SAO BENTO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612691000147;SAO DOMINGOS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612650000150;SAO DOMINGOS DO CARIRI;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01613323000113;SAO FRANCISCO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09074345000164;SAO JOAO DO CARIRI;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08924029000171;SAO JOAO DO RIO DO PEIXE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09074592000160;SAO JOAO DO TIGRE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08999682000108;SAO JOSE DA LAGOA TAPADA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08891541000169;SAO JOSE DE CAIANA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08882730000175;SAO JOSE DE ESPINHARAS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08924052000166;SAO JOSE DE PIRANHAS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612684000145;SAO JOSE DE PRINCESA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08882862000105;SAO JOSE DO BONFIM;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612692000191;SAO JOSE DO BREJO DO CRUZ;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08883217000107;SAO JOSE DO SABUGI;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08873226000109;SAO JOSE DOS CORDEIROS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612384000166;SAO JOSE DOS RAMOS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08922718000147;SAO MAMEDE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08868515000110;SAO MIGUEL DE TAIPU;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08742439000100;SAO SEBASTIAO DE LAGOA DE ROCA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09074998000143;SAO SEBASTIAO DO UMBUZEIRO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08916124000123;SAO VICENTE DO SERIDO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08917080000156;SAPE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08874695000142;SERRA BRANCA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08789737000147;SERRA DA RAIZ;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08891830000168;SERRA GRANDE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08868937000195;SERRA REDONDA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08790172000118;SERRARIA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612771000100;SERTAOZINHO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612553000168;SOBRADO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08787236000121;SOLANEA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08919425000100;SOLEDADE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01613663000144;SOSSEGO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08999674000153;SOUSA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08874935000109;SUME;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08787392000192;TACIMA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08749525000136;TAPEROA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08944092000170;TAVARES;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08883951000168;TEIXEIRA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612649000126;TENORIO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08924060000102;TRIUNFO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08924078000104;UIRAUNA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08869489000144;UMBUZEIRO;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08884066000101;VARZEA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01613339000126;VIEIROPOLIS;PB;PERNAMBUCO;SUPE;PERNAMBUCO
09151598000194;VISTA SERRANA;PB;PERNAMBUCO;SUPE;PERNAMBUCO
01612642000104;ZABELE;PB;PERNAMBUCO;SUPE;PERNAMBUCO
08637373000180;ABREU E LIMA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10346096000106;AFOGADOS DA INGAZEIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10358174000184;AFRANIO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091494000110;AGRESTINA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10183929000157;AGUA PRETA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11286341000191;AGUAS BELAS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11043981000170;ALAGOINHA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10164028000118;ALIANCA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091502000129;ALTINHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11294360000160;AMARAJI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10130755000164;ANGELIM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01613860000163;ARACOIABA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11040854000118;ARARIPINA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10105955000167;ARCOVERDE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10120962000138;BARRA DE GUABIRABA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10110989000140;BARREIROS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10184703000170;BELEM DE MARIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10113728000183;BELEM DO SAO FRANCISCO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10260222000105;BELO JARDIM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10287373000149;BETANIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091510000175;BEZERROS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11040862000164;BODOCO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11285954000104;BOM CONSELHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10293074000117;BOM JARDIM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10121515000101;BONITO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10131076000100;BREJAO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11358173000100;BREJINHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091528000177;BREJO DA MADRE DE DEUS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10165165000177;BUENOS AIRES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10105963000103;BUIQUE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11294402000162;CABO DE SANTO AGOSTINHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10113710000181;CABROBO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091619000102;CACHOEIRINHA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10131720000140;CAETES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11034741000100;CALCADO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10279107000174;CALUMBI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
08260663000157;CAMARAGIBE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10766129000169;CAMOCIM DE SAO FELIX;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11362779000101;CAMUTANGA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10132777000163;CANHOTINHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11256088000123;CAPOEIRAS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11367414000170;CARNAIBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
35444991000186;CARNAUBEIRA DA PENHA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097342000198;CARPINA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091536000113;CARUARU;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01618704000195;CASINHAS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10186138000180;CATENDE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361219000132;CEDRO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11049798000182;CHA DE ALEGRIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11049806000190;CHA GRANDE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10150068000100;CONDADO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11286358000149;CORRENTES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10273548000169;CORTES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097391000120;CUMARU;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10191799000102;CUPIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11358165000156;CUSTODIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
35667377000183;DORMENTES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11294303000180;ESCADA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11040870000100;EXU;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097243000106;FEIRA NOVA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
;FERNANDO DE NORONHA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361870000102;FERREIROS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10347466000111;FLORES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10113736000120;FLORESTA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361854000110;FREI MIGUELINHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11343902000147;GAMELEIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11303906000100;GARANHUNS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11049814000137;GLORIA DO GOITA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10150043000107;GOIANA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11040888000102;GRANITO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11049830000120;GRAVATA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11286374000131;IATI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10105971000150;IBIMIRIM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11256062000185;IBIRAJUBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10359560000190;IGARASSU;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11368966000100;IGUARACY;PE;PERNAMBUCO;SUPE;PERNAMBUCO
09680315000100;ILHA DE ITAMARACA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10106219000123;INAJA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10347888000197;INGAZEIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11294386000108;IPOJUCA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11040896000159;IPUBI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10114502000105;ITACURUBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11286382000188;ITAIBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10150050000109;ITAMBE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11358157000100;ITAPETIM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
08637399000128;ITAPISSUMA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10150076000157;ITAQUITINGA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10377679000196;JABOATAO DOS GUARARAPES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01613989000171;JAQUEIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091544000160;JATAUBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01614878000180;JATOBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097359000145;JOAO ALFREDO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10192441000196;JOAQUIM NABUCO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
35450790000191;JUCATI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10140978000102;JUPI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10141489000175;JUREMA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
40893778000191;LAGOA DO CARRO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
;LAGOA DO ITAENGA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11286267000103;LAGOA DO OURO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10192854000170;LAGOA DOS GATOS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01613731000175;LAGOA GRANDE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10143246000176;LAJEDO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097292000149;LIMOEIRO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361888000104;MACAPARANA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097375000138;MACHADOS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01626099000102;MANARI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10193332000193;MARAIAL;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11043312000107;MIRANDIBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361227000189;MOREILANDIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11049822000183;MORENO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10166817000198;NAZARE DA MATA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10404184000109;OLINDA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10294254000113;OROBO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10114767000103;OROCO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11040904000167;OURICURI;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10212447000188;PALMARES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10144038000191;PALMEIRINA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10215176000114;PANELAS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10144426000172;PARANATAMA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361235000125;PARNAMIRIM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097300000157;PASSIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097383000184;PAUDALHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10408839000117;PAULISTA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10106227000170;PEDRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10264406000135;PESQUEIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10106235000116;PETROLANDIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10358190000177;PETROLINA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10265429000164;POCAO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11049848000121;POMBOS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11294378000161;PRIMAVERA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10145225000190;QUIPAPA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
35445527000104;QUIXABA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10565000000192;RECIFE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091551000161;RIACHO DAS ALMAS;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11343910000193;RIBEIRAO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10291177000148;RIO FORMOSO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10122307000119;SAIRE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11097367000191;SALGADINHO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361243000171;SALGUEIRO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11455714000100;SALOA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11044906000124;SANHARO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
24301475000186;SANTA CRUZ;PE;PERNAMBUCO;SUPE;PERNAMBUCO
35445485000101;SANTA CRUZ DA BAIXA VERDE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091569000163;SANTA CRUZ DO CAPIBARIBE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01613732000110;SANTA FILOMENA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10358182000120;SANTA MARIA DA BOA VISTA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361730000134;SANTA MARIA DO CAMBUCA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11358140000152;SANTA TEREZINHA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10145803000198;SAO BENEDITO DO SUL;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091577000100;SAO BENTO DO UNA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091585000156;SAO CAITANO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10146371000130;SAO JOAO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10122661000143;SAO JOAQUIM DO MONTE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10111631000131;SAO JOSE DA COROA GRANDE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10280055000156;SAO JOSE DO BELMONTE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11354180000126;SAO JOSE DO EGITO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11251832000105;SAO LOURENCO DA MATA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361896000150;SAO VICENTE FERRER;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10282945000105;SERRA TALHADA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361250000173;SERRITA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11358116000113;SERTANIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10292209000120;SIRINHAEM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10348050000118;SOLIDAO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361862000166;SURUBIM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10349041000141;TABIRA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091601000100;TACAIMBO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10106243000162;TACARATU;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01596018000160;TAMANDARE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10091593000100;TAQUARITINGA DO NORTE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11286366000195;TEREZINHA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361201000130;TERRA NOVA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11361904000169;TIMBAUBA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11256054000139;TORITAMA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10167310000159;TRACUNHAEM;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11040912000103;TRINDADE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11350659000194;TRIUNFO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10106250000164;TUPANATINGA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11358124000160;TUPARETAMA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10106268000166;VENTUROSA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11348570000193;VERDEJANTE;PE;PERNAMBUCO;SUPE;PERNAMBUCO
40893646000160;VERTENTE DO LERIO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10296887000160;VERTENTES;PE;PERNAMBUCO;SUPE;PERNAMBUCO
10168235000140;VICENCIA;PE;PERNAMBUCO;SUPE;PERNAMBUCO
11049855000123;VITORIA DE SANTO ANTAO;PE;PERNAMBUCO;SUPE;PERNAMBUCO
12888517000148;XEXEU;PE;PERNAMBUCO;SUPE;PERNAMBUCO
01612559000135;ACAUA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554976000192;AGRICOLANDIA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554760000127;AGUA BRANCA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
07450778000141;ALAGOINHA DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
41522152000131;ALEGRETE DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554323000103;ALTO LONGA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554794000111;ALTOS;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612562000159;ALVORADA DO GURGUEIA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554802000120;AMARANTE;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554752000180;ANGICAL DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06553630000170;ANISIO DE ABREU;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554018000111;ANTONIO ALMEIDA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554984000139;AROAZES;PI;PERNAMBUCO;SUPE;PERNAMBUCO
07165549000185;AROEIRAS DO ITAIM;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554026000168;ARRAIAL;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612561000104;ASSUNCAO DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554281000100;AVELINO LOPES;PI;PERNAMBUCO;SUPE;PERNAMBUCO
41522178000180;BAIXA GRANDE DO RIBEIRO;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612565000192;BARRA D'ALCANTARA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554406000100;BARRAS;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554224000121;BARREIRAS DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554745000189;BARRO DURO;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06553903000186;BATALHA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612558000190;BELA VISTA DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612560000160;BELEM DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554778000129;BENEDITINOS;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554034000104;BERTOLINIA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612622000133;BETANIA DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612568000126;BOA HORA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06553689000168;BOCAINA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
06554356000153;BOM JESUS;PI;PERNAMBUCO;SUPE;PERNAMBUCO
41522194000172;BOM PRINCIPIO DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
41522210000127;BONFIM DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
01612566000137;BOQUEIRAO DO PIAUI;PI;PERNAMBUCO;SUPE;PERNAMBUCO
41522236000175;BRASILEIRA;PI;PERNAMBUCO;SUPE;PERNAMBUCO
